CEP inicial,Latitude inicial,Longitude inicial,Dia do vôo,Hora inicial,Velocidade,CEP final,Latitude final,Longitude final,Pouso,Hora final
82821020,-25.4233146347775,-49.2160678044742,1,06:01,54,82810220,-25.4362783812433,-49.2176039050576,NÃO,06:03
82810220,-25.4362783812433,-49.2176039050576,1,06:03,54,82920090,-25.4493406843058,-49.2065936315104,NÃO,06:04
82920090,-25.4493406843058,-49.2065936315104,1,06:04,54,82930000,-25.4522168930604,-49.2076848688181,NÃO,06:06
82930000,-25.4522168930604,-49.2076848688181,1,06:06,54,82960200,-25.468586333766,-49.2107938551622,NÃO,06:09
82960200,-25.468586333766,-49.2107938551622,1,06:09,54,81580050,-25.4911705040405,-49.228041043675,NÃO,06:10
81580050,-25.4911705040405,-49.228041043675,1,06:10,54,81570240,-25.4811182084669,-49.2271006252739,NÃO,06:11
81570240,-25.4811182084669,-49.2271006252739,1,06:11,54,81570001,-25.4825630317905,-49.2238324147895,NÃO,06:13
81570001,-25.4825630317905,-49.2238324147895,1,06:13,54,81540160,-25.4663186667815,-49.2166009443659,NÃO,06:14
81540160,-25.4663186667815,-49.2166009443659,1,06:14,54,82950220,-25.4538040386831,-49.2173702690989,NÃO,06:17
82950220,-25.4538040386831,-49.2173702690989,1,06:17,54,82800310,-25.4363060856137,-49.2266446131255,NÃO,06:17
82800310,-25.4363060856137,-49.2266446131255,1,06:17,54,82800310,-25.4363060856137,-49.2266446131255,SIM,06:21
82800310,-25.4363060856137,-49.2266446131255,1,06:21,54,80030430,-25.4146322176159,-49.2550561883948,NÃO,06:25
80030430,-25.4146322176159,-49.2550561883948,1,06:25,54,80410000,-25.4213661621413,-49.2875646174355,NÃO,06:25
80410000,-25.4213661621413,-49.2875646174355,1,06:25,54,80510360,-25.4193944591681,-49.2858097118247,NÃO,06:26
80510360,-25.4193944591681,-49.2858097118247,1,06:26,54,80510325,-25.4198156998607,-49.2790781765687,NÃO,06:28
80510325,-25.4198156998607,-49.2790781765687,1,06:28,54,80520550,-25.403621771614,-49.2770964271839,NÃO,06:30
80520550,-25.403621771614,-49.2770964271839,1,06:30,54,80530210,-25.415928,-49.266714,NÃO,06:38
80530210,-25.415928,-49.266714,1,06:38,54,81560730,-25.476983000057,-49.2242420001757,NÃO,06:38
81560730,-25.476983000057,-49.2242420001757,1,06:38,54,81560730,-25.476983000057,-49.2242420001757,SIM,06:40
81560730,-25.476983000057,-49.2242420001757,1,06:40,54,81580020,-25.4882127778241,-49.2241676667996,NÃO,06:41
81580020,-25.4882127778241,-49.2241676667996,1,06:41,54,81560250,-25.4891353622078,-49.2181798796427,NÃO,06:43
81560250,-25.4891353622078,-49.2181798796427,1,06:43,54,81570010,-25.4740384750357,-49.2379956248079,NÃO,06:49
81570010,-25.4740384750357,-49.2379956248079,1,06:49,54,82530060,-25.425394880957,-49.2359359145395,NÃO,06:51
82530060,-25.425394880957,-49.2359359145395,1,06:51,54,82510514,-25.4130335000161,-49.2401459999717,NÃO,06:51
82510514,-25.4130335000161,-49.2401459999717,1,06:51,54,82520095,-25.4146626252933,-49.2400308757049,NÃO,06:52
82520095,-25.4146626252933,-49.2400308757049,1,06:52,54,80040153,-25.4213319028677,-49.2481648998847,NÃO,06:53
80040153,-25.4213319028677,-49.2481648998847,1,06:53,54,80045270,-25.4269458358083,-49.2498379452408,NÃO,06:55
80045270,-25.4269458358083,-49.2498379452408,1,06:55,54,80210200,-25.4425802500035,-49.2447534999719,NÃO,06:58
80210200,-25.4425802500035,-49.2447534999719,1,06:58,54,81510390,-25.4685143295265,-49.2421165124832,NÃO,06:58
81510390,-25.4685143295265,-49.2421165124832,1,06:58,54,81510390,-25.4685143295265,-49.2421165124832,SIM,07:00
81510390,-25.4685143295265,-49.2421165124832,1,07:00,54,81610020,-25.4773976954983,-49.2479963707565,NÃO,07:04
81610020,-25.4773976954983,-49.2479963707565,1,07:04,54,80620340,-25.4540745011999,-49.2732563508827,NÃO,07:04
80620340,-25.4540745011999,-49.2732563508827,1,07:04,54,80620370,-25.4578113636589,-49.2746421817496,NÃO,07:08
80620370,-25.4578113636589,-49.2746421817496,1,07:08,54,81030380,-25.4878438322257,-49.2772121864255,NÃO,07:08
81030380,-25.4878438322257,-49.2772121864255,1,07:08,54,81030370,-25.4881800174281,-49.2756635796428,NÃO,07:09
81030370,-25.4881800174281,-49.2756635796428,1,07:09,54,81010170,-25.4783570614136,-49.2757205974116,NÃO,07:10
81010170,-25.4783570614136,-49.2757205974116,1,07:10,54,81010130,-25.4764195588417,-49.273155691529,NÃO,07:21
81010130,-25.4764195588417,-49.273155691529,1,07:21,54,82020560,-25.401157660715,-49.3241349981993,NÃO,07:21
82020560,-25.401157660715,-49.3241349981993,1,07:21,54,82020560,-25.401157660715,-49.3241349981993,SIM,07:22
82020560,-25.401157660715,-49.3241349981993,1,07:22,54,82030020,-25.3946174297227,-49.3162606368294,NÃO,07:28
82030020,-25.3946174297227,-49.3162606368294,1,07:28,54,80540290,-25.4060056184402,-49.2667691092792,NÃO,07:29
80540290,-25.4060056184402,-49.2667691092792,1,07:29,54,80035210,-25.4018593540355,-49.2501065029327,NÃO,07:33
80035210,-25.4018593540355,-49.2501065029327,1,07:33,54,82820460,-25.4179465264684,-49.2222826851176,NÃO,07:39
82820460,-25.4179465264684,-49.2222826851176,1,07:39,54,82990198,-25.4560595000466,-49.1987434093442,NÃO,07:39
82990198,-25.4560595000466,-49.1987434093442,1,07:39,54,82990150,-25.4599432722975,-49.1940915354714,NÃO,07:40
82990150,-25.4599432722975,-49.1940915354714,1,07:40,54,82980600,-25.4666337593647,-49.1916779820241,NÃO,07:41
82980600,-25.4666337593647,-49.1916779820241,1,07:41,54,82980520,-25.4702554549873,-49.1880231206476,NÃO,07:41
82980520,-25.4702554549873,-49.1880231206476,1,07:41,54,82980520,-25.4702554549873,-49.1880231206476,SIM,07:44
82980520,-25.4702554549873,-49.1880231206476,1,07:44,54,81590045,-25.4936220026944,-49.1988741650016,NÃO,07:44
81590045,-25.4936220026944,-49.1988741650016,1,07:44,54,81590576,-25.4942162501529,-49.2012669496276,NÃO,07:52
81590576,-25.4942162501529,-49.2012669496276,1,07:52,54,81830580,-25.525272804958,-49.2599985858237,NÃO,07:52
81830580,-25.525272804958,-49.2599985858237,1,07:52,54,81830300,-25.5229877082695,-49.2642839884632,NÃO,07:56
81830300,-25.5229877082695,-49.2642839884632,1,07:56,54,81110240,-25.5012202607084,-49.2880626203316,NÃO,07:57
81110240,-25.5012202607084,-49.2880626203316,1,07:57,54,81110330,-25.5042910428287,-49.2847716627966,NÃO,07:59
81110330,-25.5042910428287,-49.2847716627966,1,07:59,54,81020150,-25.4852090685074,-49.2875810685635,NÃO,08:02
81020150,-25.4852090685074,-49.2875810685635,1,08:02,54,81050610,-25.4838938211145,-49.3106146746474,NÃO,08:02
81050610,-25.4838938211145,-49.3106146746474,1,08:02,54,81050610,-25.4838938211145,-49.3106146746474,SIM,08:04
81050610,-25.4838938211145,-49.3106146746474,1,08:04,54,81330220,-25.4843712333489,-49.3355483883407,NÃO,08:06
81330220,-25.4843712333489,-49.3355483883407,1,08:06,54,81260210,-25.4862514891775,-49.350391101116,NÃO,08:06
81260210,-25.4862514891775,-49.350391101116,1,08:06,54,81260350,-25.4831184667002,-49.3499515999385,NÃO,08:07
81260350,-25.4831184667002,-49.3499515999385,1,08:07,54,81250190,-25.4787356976141,-49.3477187290333,NÃO,08:08
81250190,-25.4787356976141,-49.3477187290333,1,08:08,54,81240490,-25.4789005295822,-49.3358291909315,NÃO,08:09
81240490,-25.4789005295822,-49.3358291909315,1,08:09,54,81250720,-25.4815524899573,-49.3385838295334,NÃO,08:21
81250720,-25.4815524899573,-49.3385838295334,1,08:21,54,80050435,-25.4305533081275,-49.2435107491958,NÃO,08:22
80050435,-25.4305533081275,-49.2435107491958,1,08:22,54,80045265,-25.430376,-49.248243,NÃO,08:23
80045265,-25.430376,-49.248243,1,08:23,54,80040150,-25.419191727292,-49.2505313635874,NÃO,08:23
80040150,-25.419191727292,-49.2505313635874,1,08:23,54,80040150,-25.419191727292,-49.2505313635874,SIM,08:27
80040150,-25.419191727292,-49.2505313635874,1,08:27,54,80810200,-25.411751607072,-49.288206501747,NÃO,08:28
80810200,-25.411751607072,-49.288206501747,1,08:28,54,80820310,-25.4086845373433,-49.2906611455039,NÃO,08:35
80820310,-25.4086845373433,-49.2906611455039,1,08:35,54,82515190,-25.399238,-49.229496,NÃO,08:37
82515190,-25.399238,-49.229496,1,08:37,54,82600070,-25.3907411036522,-49.2112438117616,NÃO,08:39
82600070,-25.3907411036522,-49.2112438117616,1,08:39,54,82840140,-25.4035558681452,-49.2092009936114,NÃO,08:43
82840140,-25.4035558681452,-49.2092009936114,1,08:43,54,82810080,-25.4396831550178,-49.213992719196,NÃO,08:43
82810080,-25.4396831550178,-49.213992719196,1,08:43,54,82810080,-25.4396831550178,-49.213992719196,SIM,08:47
82810080,-25.4396831550178,-49.213992719196,1,08:47,54,81520290,-25.4627057622716,-49.2410266625473,NÃO,08:47
81520290,-25.4627057622716,-49.2410266625473,1,08:47,54,81520300,-25.4623570695212,-49.2422078636873,NÃO,08:49
81520300,-25.4623570695212,-49.2422078636873,1,08:49,54,80220380,-25.4622493336364,-49.2552576680305,NÃO,08:52
80220380,-25.4622493336364,-49.2552576680305,1,08:52,54,81010160,-25.4761700909245,-49.2756320910121,NÃO,08:59
81010160,-25.4761700909245,-49.2756320910121,1,08:59,54,81250482,-25.4865966553425,-49.3378683447999,NÃO,09:00
81250482,-25.4865966553425,-49.3378683447999,1,09:00,54,81260160,-25.488209,-49.348703,NÃO,09:03
81260160,-25.488209,-49.348703,1,09:03,54,81230560,-25.4618345263762,-49.3467354210512,NÃO,09:04
81230560,-25.4618345263762,-49.3467354210512,1,09:04,54,81270220,-25.4591060306723,-49.3531713829059,NÃO,09:04
81270220,-25.4591060306723,-49.3531713829059,1,09:04,54,81270220,-25.4591060306723,-49.3531713829059,SIM,09:07
81270220,-25.4591060306723,-49.3531713829059,1,09:07,54,81260412,-25.4811505865638,-49.3545312407406,NÃO,09:08
81260412,-25.4811505865638,-49.3545312407406,1,09:08,54,81250210,-25.4756844576971,-49.3473682666473,NÃO,09:08
81250210,-25.4756844576971,-49.3473682666473,1,09:08,54,81240110,-25.4758162194925,-49.3455733886983,NÃO,09:10
81240110,-25.4758162194925,-49.3455733886983,1,09:10,54,81450340,-25.4902346316319,-49.3486330527676,NÃO,09:12
81450340,-25.4902346316319,-49.3486330527676,1,09:12,54,81330400,-25.488124875843,-49.3264242140685,NÃO,09:14
81330400,-25.488124875843,-49.3264242140685,1,09:14,54,81350320,-25.4992029361912,-49.3318588311607,NÃO,09:14
81350320,-25.4992029361912,-49.3318588311607,1,09:14,54,81350713,-25.496557235688,-49.3371662352983,NÃO,09:17
81350713,-25.496557235688,-49.3371662352983,1,09:17,54,81315685,-25.5115270000027,-49.3255583333193,NÃO,09:23
81315685,-25.5115270000027,-49.3255583333193,1,09:23,54,81940200,-25.5579957528383,-49.3005594977692,NÃO,09:24
81940200,-25.5579957528383,-49.3005594977692,1,09:24,54,81460140,-25.5504730020315,-49.3064697407443,NÃO,09:24
81460140,-25.5504730020315,-49.3064697407443,1,09:24,54,81460140,-25.5504730020315,-49.3064697407443,SIM,09:29
81460140,-25.5504730020315,-49.3064697407443,1,09:29,54,81170662,-25.5172792272985,-49.3183728182903,NÃO,09:30
81170662,-25.5172792272985,-49.3183728182903,1,09:30,54,81170762,-25.51557721054,-49.3290638947933,NÃO,09:32
81170762,-25.51557721054,-49.3290638947933,1,09:32,54,81305650,-25.5010554166774,-49.3233459999556,NÃO,09:34
81305650,-25.5010554166774,-49.3233459999556,1,09:34,54,81050637,-25.4835295000015,-49.3145007999984,NÃO,09:35
81050637,-25.4835295000015,-49.3145007999984,1,09:35,54,81320083,-25.4770955000105,-49.3183277499707,NÃO,09:43
81320083,-25.4770955000105,-49.3183277499707,1,09:43,54,80060040,-25.4318069334388,-49.263280830672,NÃO,09:44
80060040,-25.4318069334388,-49.263280830672,1,09:44,54,80060170,-25.4278721677395,-49.2593020468696,NÃO,09:47
80060170,-25.4278721677395,-49.2593020468696,1,09:47,54,80210400,-25.4463780000737,-49.2468984999865,NÃO,09:47
80210400,-25.4463780000737,-49.2468984999865,1,09:47,54,80210400,-25.4463780000737,-49.2468984999865,SIM,09:48
80210400,-25.4463780000737,-49.2468984999865,1,09:48,54,81520250,-25.4595564842104,-49.2411990341756,NÃO,09:51
81520250,-25.4595564842104,-49.2411990341756,1,09:51,54,81610090,-25.4829752828427,-49.2413676273212,NÃO,09:58
81610090,-25.4829752828427,-49.2413676273212,1,09:58,54,81850650,-25.5414905884625,-49.2439315883873,NÃO,10:01
81850650,-25.5414905884625,-49.2439315883873,1,10:01,54,81910030,-25.5361378385276,-49.2685374132639,NÃO,10:12
81910030,-25.5361378385276,-49.2685374132639,1,10:12,54,81490398,-25.5963908362783,-49.3358913045797,NÃO,10:12
81490398,-25.5963908362783,-49.3358913045797,1,10:12,54,81490398,-25.5963908362783,-49.3358913045797,SIM,10:14
81490398,-25.5963908362783,-49.3358913045797,1,10:14,54,81490620,-25.6132684714507,-49.3349370738516,NÃO,10:16
81490620,-25.6132684714507,-49.3349370738516,1,10:16,54,81490010,-25.6154928550559,-49.3537353191769,NÃO,10:24
81490010,-25.6154928550559,-49.3537353191769,1,10:24,54,81480141,-25.5562061667039,-49.3231896667236,NÃO,10:30
81480141,-25.5562061667039,-49.3231896667236,1,10:30,54,81170065,-25.5110533750523,-49.3200841245732,NÃO,10:31
81170065,-25.5110533750523,-49.3200841245732,1,10:31,54,81310370,-25.5005119473929,-49.3186624209516,NÃO,10:34
81310370,-25.5005119473929,-49.3186624209516,1,10:34,54,81320290,-25.4748252660661,-49.3107362306741,NÃO,10:34
81320290,-25.4748252660661,-49.3107362306741,1,10:34,54,81320290,-25.4748252660661,-49.3107362306741,SIM,10:36
81320290,-25.4748252660661,-49.3107362306741,1,10:36,54,80310110,-25.4618760201347,-49.3131981040754,NÃO,10:38
80310110,-25.4618760201347,-49.3131981040754,1,10:38,54,80740199,-25.4437465384921,-49.3130473847111,NÃO,10:39
80740199,-25.4437465384921,-49.3130473847111,1,10:39,54,80740620,-25.4417320478243,-49.3156172471767,NÃO,10:43
80740620,-25.4417320478243,-49.3156172471767,1,10:43,54,82025060,-25.4094383254911,-49.3098019002186,NÃO,10:43
82025060,-25.4094383254911,-49.3098019002186,1,10:43,54,82025101,-25.4089804447922,-49.3131316666906,NÃO,10:44
82025101,-25.4089804447922,-49.3131316666906,1,10:44,54,80820650,-25.4121630005226,-49.3068074987427,NÃO,10:44
80820650,-25.4121630005226,-49.3068074987427,1,10:44,54,80820500,-25.4107702686398,-49.3021048645381,NÃO,10:48
80820500,-25.4107702686398,-49.3021048645381,1,10:48,54,82015720,-25.4187128462549,-49.3341400767781,NÃO,10:49
82015720,-25.4187128462549,-49.3341400767781,1,10:49,54,82010390,-25.4282395714462,-49.3275682857714,NÃO,10:50
82010390,-25.4282395714462,-49.3275682857714,1,10:50,54,81200160,-25.4320014000022,-49.3213627999599,NÃO,10:53
81200160,-25.4320014000022,-49.3213627999599,1,10:53,54,80730270,-25.4395442941516,-49.3020722939492,NÃO,10:53
80730270,-25.4395442941516,-49.3020722939492,1,10:53,54,80730270,-25.4395442941516,-49.3020722939492,SIM,10:56
80730270,-25.4395442941516,-49.3020722939492,1,10:56,54,80230090,-25.4390390483783,-49.2723309760101,NÃO,10:59
80230090,-25.4390390483783,-49.2723309760101,1,10:59,54,80215542,-25.4467561755521,-49.2503976846901,NÃO,11:02
80215542,-25.4467561755521,-49.2503976846901,1,11:02,54,82940170,-25.454631812,-49.2228321157173,NÃO,11:05
82940170,-25.454631812,-49.2228321157173,1,11:05,54,81550240,-25.4774264375435,-49.2110857497498,NÃO,11:05
81550240,-25.4774264375435,-49.2110857497498,1,11:05,54,81550150,-25.4770778208763,-49.2126543845983,NÃO,11:07
81550150,-25.4770778208763,-49.2126543845983,1,11:07,54,81550430,-25.4903390577391,-49.20628701026,NÃO,11:08
81550430,-25.4903390577391,-49.20628701026,1,11:08,54,81560570,-25.4943561601417,-49.2107486004445,NÃO,11:08
81560570,-25.4943561601417,-49.2107486004445,1,11:08,54,81560570,-25.4943561601417,-49.2107486004445,SIM,11:17
81560570,-25.4943561601417,-49.2107486004445,1,11:17,54,81935050,-25.555508412277,-49.2544885303963,NÃO,11:25
81935050,-25.555508412277,-49.2544885303963,1,11:25,54,81945040,-25.6022235414387,-49.3138372232201,NÃO,11:27
81945040,-25.6022235414387,-49.3138372232201,1,11:27,54,81490280,-25.5975675014877,-49.3235433911466,NÃO,11:27
81490280,-25.5975675014877,-49.3235433911466,1,11:27,54,81490562,-25.6007006282316,-49.3302336035246,NÃO,11:28
81490562,-25.6007006282316,-49.3302336035246,1,11:28,54,81490360,-25.5959260714452,-49.3331487620149,NÃO,11:30
81490360,-25.5959260714452,-49.3331487620149,1,11:30,54,81490170,-25.5871765229344,-49.3233641230418,NÃO,11:30
81490170,-25.5871765229344,-49.3233641230418,1,11:30,54,81490170,-25.5871765229344,-49.3233641230418,SIM,11:36
81490170,-25.5871765229344,-49.3233641230418,1,11:36,54,81900670,-25.5457748986399,-49.2827186530876,NÃO,11:39
81900670,-25.5457748986399,-49.2827186530876,1,11:39,54,81910230,-25.5278877309024,-49.2672872891657,NÃO,11:42
81910230,-25.5278877309024,-49.2672872891657,1,11:42,54,81870352,-25.5241770000303,-49.2937684998992,NÃO,11:44
81870352,-25.5241770000303,-49.2937684998992,1,11:44,54,81130330,-25.5102533750322,-49.3062616741933,NÃO,11:46
81130330,-25.5102533750322,-49.3062616741933,1,11:46,54,81110522,-25.5094403220237,-49.2915096538449,NÃO,11:50
81110522,-25.5094403220237,-49.2915096538449,1,11:50,54,81030100,-25.4832995440473,-49.2706444334036,NÃO,11:50
81030100,-25.4832995440473,-49.2706444334036,1,11:50,54,81030100,-25.4832995440473,-49.2706444334036,SIM,11:57
81030100,-25.4832995440473,-49.2706444334036,1,11:57,54,80050440,-25.4325298004091,-49.2411146661928,NÃO,11:58
80050440,-25.4325298004091,-49.2411146661928,1,11:58,54,82530380,-25.4300625729625,-49.2336060009616,NÃO,12:02
82530380,-25.4300625729625,-49.2336060009616,1,12:02,54,80030010,-25.424164,-49.266866,NÃO,12:08
80030010,-25.424164,-49.266866,1,12:08,54,82020770,-25.4035799002893,-49.3165390673192,NÃO,12:10
82020770,-25.4035799002893,-49.3165390673192,1,12:10,54,82400000,-25.4008242454259,-49.335596235314,NÃO,12:13
82400000,-25.4008242454259,-49.335596235314,1,12:13,54,82315390,-25.4096763580765,-49.3604395248946,NÃO,12:14
82315390,-25.4096763580765,-49.3604395248946,1,12:14,54,82315100,-25.4138947234128,-49.3562615743809,NÃO,12:14
82315100,-25.4138947234128,-49.3562615743809,1,12:14,54,82315100,-25.4138947234128,-49.3562615743809,SIM,12:17
82315100,-25.4138947234128,-49.3562615743809,1,12:17,54,82310433,-25.43107,-49.372483,NÃO,12:21
82310433,-25.43107,-49.372483,1,12:21,54,81260430,-25.4650355019742,-49.3605952475877,NÃO,12:22
81260430,-25.4650355019742,-49.3605952475877,1,12:22,54,81265330,-25.4702238422545,-49.3713250851996,NÃO,12:26
81265330,-25.4702238422545,-49.3713250851996,1,12:26,54,81230392,-25.4603003707953,-49.340657573102,NÃO,12:31
81230392,-25.4603003707953,-49.340657573102,1,12:31,54,80710350,-25.4333576000608,-49.3086768002282,NÃO,12:34
80710350,-25.4333576000608,-49.3086768002282,1,12:34,54,80820480,-25.4089459015341,-49.3017935380524,NÃO,12:36
80820480,-25.4089459015341,-49.3017935380524,1,12:36,54,82100270,-25.4014680627492,-49.2883068119821,NÃO,12:36
82100270,-25.4014680627492,-49.2883068119821,1,12:36,54,82100270,-25.4014680627492,-49.2883068119821,SIM,12:40
82100270,-25.4014680627492,-49.2883068119821,1,12:40,54,80035230,-25.4008064386385,-49.2512257402299,NÃO,12:40
80035230,-25.4008064386385,-49.2512257402299,1,12:40,54,80010160,-25.3975876007521,-49.2498549128683,NÃO,12:42
80010160,-25.3975876007521,-49.2498549128683,1,12:42,54,82560040,-25.385069922368,-49.2480647046834,NÃO,12:45
82560040,-25.385069922368,-49.2480647046834,1,12:45,54,82510100,-25.409050749392,-49.2385843936,NÃO,12:51
82510100,-25.409050749392,-49.2385843936,1,12:51,54,81510160,-25.4561970876697,-49.2447744337813,NÃO,12:58
81510160,-25.4561970876697,-49.2447744337813,1,12:58,54,81810492,-25.5044000000137,-49.2718504999625,NÃO,12:58
81810492,-25.5044000000137,-49.2718504999625,1,12:58,54,81810492,-25.5044000000137,-49.2718504999625,SIM,13:01
81810492,-25.5044000000137,-49.2718504999625,1,13:01,54,81910390,-25.5316857069475,-49.261658650228,NÃO,13:02
81910390,-25.5316857069475,-49.261658650228,1,13:02,54,81850712,-25.5293962610013,-49.2571259563704,NÃO,13:08
81850712,-25.5293962610013,-49.2571259563704,1,13:08,54,81650080,-25.4844139677447,-49.2377486322425,NÃO,13:09
81650080,-25.4844139677447,-49.2377486322425,1,13:09,54,81570092,-25.47733771481,-49.2394309559741,NÃO,13:09
81570092,-25.47733771481,-49.2394309559741,1,13:09,54,81510570,-25.4741691564102,-49.242520655745,NÃO,13:12
81510570,-25.4741691564102,-49.242520655745,1,13:12,54,80215650,-25.4484380190541,-49.2490664368478,NÃO,13:16
80215650,-25.4484380190541,-49.2490664368478,1,13:16,54,80030200,-25.4196624320568,-49.2602838398977,NÃO,13:17
80030200,-25.4196624320568,-49.2602838398977,1,13:17,54,80045160,-25.4227240373025,-49.257747950136,NÃO,13:18
80045160,-25.4227240373025,-49.257747950136,1,13:18,54,80045340,-25.4273942123959,-49.2452352041218,NÃO,13:18
80045340,-25.4273942123959,-49.2452352041218,1,13:18,54,80045340,-25.4273942123959,-49.2452352041218,SIM,13:20
80045340,-25.4273942123959,-49.2452352041218,1,13:20,54,80010040,-25.433306347953,-49.2586024190518,NÃO,13:22
80010040,-25.433306347953,-49.2586024190518,1,13:22,54,80530040,-25.4219925091123,-49.2723748799989,NÃO,13:26
80530040,-25.4219925091123,-49.2723748799989,1,13:26,54,80240660,-25.4542530556284,-49.2916382221557,NÃO,13:32
80240660,-25.4542530556284,-49.2916382221557,1,13:32,54,81230480,-25.4646281053601,-49.3394493683984,NÃO,13:32
81230480,-25.4646281053601,-49.3394493683984,1,13:32,54,81230395,-25.4630444265055,-49.340662832648,NÃO,13:36
81230395,-25.4630444265055,-49.340662832648,1,13:36,54,81280190,-25.4369027676958,-49.3594793608748,NÃO,13:41
81280190,-25.4369027676958,-49.3594793608748,1,13:41,54,82400380,-25.3939611290747,-49.3559660424619,NÃO,13:41
82400380,-25.3939611290747,-49.3559660424619,1,13:41,54,82400380,-25.3939611290747,-49.3559660424619,SIM,13:44
82400380,-25.3939611290747,-49.3559660424619,1,13:44,54,82410316,-25.3849215000131,-49.328439749977,NÃO,13:49
82410316,-25.3849215000131,-49.328439749977,1,13:49,54,82115020,-25.3852616256441,-49.2858709374701,NÃO,13:51
82115020,-25.3852616256441,-49.2858709374701,1,13:51,54,82130470,-25.3763584193723,-49.2754817420857,NÃO,13:52
82130470,-25.3763584193723,-49.2754817420857,1,13:52,54,82220133,-25.3760098333463,-49.2639595000711,NÃO,13:54
82220133,-25.3760098333463,-49.2639595000711,1,13:54,54,82700410,-25.3740192069561,-49.2513782763024,NÃO,13:55
82700410,-25.3740192069561,-49.2513782763024,1,13:55,54,82640640,-25.3715918782937,-49.2403618225252,NÃO,13:56
82640640,-25.3715918782937,-49.2403618225252,1,13:56,54,82720240,-25.3649974344476,-49.2309054649185,NÃO,13:59
82720240,-25.3649974344476,-49.2309054649185,1,13:59,54,82650060,-25.3808622827653,-49.242762203191,NÃO,13:59
82650060,-25.3808622827653,-49.242762203191,1,13:59,54,82650230,-25.3772499488416,-49.2469517894625,NÃO,14:01
82650230,-25.3772499488416,-49.2469517894625,1,14:01,54,82210230,-25.3823373333611,-49.2634891111916,NÃO,14:01
82210230,-25.3823373333611,-49.2634891111916,1,14:01,54,82210230,-25.3823373333611,-49.2634891111916,SIM,14:06
82210230,-25.3823373333611,-49.2634891111916,1,14:06,54,80820350,-25.4104868271504,-49.2948596739003,NÃO,14:17
80820350,-25.4104868271504,-49.2948596739003,1,14:17,54,81260470,-25.4878793333939,-49.3499858333103,NÃO,14:20
81260470,-25.4878793333939,-49.3499858333103,1,14:20,54,81452334,-25.5061884000766,-49.3539056000423,NÃO,14:23
81452334,-25.5061884000766,-49.3539056000423,1,14:23,54,81460235,-25.5296041641745,-49.3384583258202,NÃO,14:23
81460235,-25.5296041641745,-49.3384583258202,1,14:23,54,81460239,-25.5325141725804,-49.3365793791746,NÃO,14:23
81460239,-25.5325141725804,-49.3365793791746,1,14:23,54,81460239,-25.5325141725804,-49.3365793791746,SIM,14:29
81460239,-25.5325141725804,-49.3365793791746,1,14:29,54,81110070,-25.5038132404982,-49.2938690633352,NÃO,14:37
81110070,-25.5038132404982,-49.2938690633352,1,14:37,54,80250220,-25.4401651682037,-49.2778677639266,NÃO,14:38
80250220,-25.4401651682037,-49.2778677639266,1,14:38,54,80250085,-25.4428916686675,-49.2805507832172,NÃO,14:39
80250085,-25.4428916686675,-49.2805507832172,1,14:39,54,80440090,-25.4443285001079,-49.2916224997606,NÃO,14:43
